[13:10:03 INF] Starting web host
[13:10:05 INF] ### App Version:1.0.0.0 ###
[13:10:07 INF] ### PIdP Configuration:{"ApplicationUrl":"http://localhost:4200","AddressAutocompleteClient":{"ApiKey":"\u003Credacted\u003E","Url":"https://ws1.postescanada-canadapost.ca/AddressComplete/Interactive/"},"ConnectionStrings":{"PidpDatabase":"Host=fedora;Port=5444;Database=pipd;Username=postgres;Password=Pa55w0rd"},"ChesClient":{"Enabled":true,"Url":"https://ches-dev.apps.silver.devops.gov.bc.ca/api/v1","ClientId":"PSP_SERVICE_CLIENT","ClientSecret":"\u003Credacted\u003E","TokenUrl":"https://dev.oidc.gov.bc.ca/auth/realms/jbd6rnxw/protocol/openid-connect/token"},"KafkaCluster":{"Url":"","ClientId":"","ClientSecret":"","BoostrapServers":"pidp-kafka-cluster-5b7aa5-test.apps.silver.devops.gov.bc.ca:443","SecurityProtocol":"","SaslMechanism":"","ConsumerTopicName":"dems-notification-ack","ProducerTopicName":"dems-access-request","SaslOauthbearerTokenEndpointUrl":"https://pidp-sso-e27db1-test.apps.gold.devops.gov.bc.ca/auth/realms/DEMSTEST/protocol/openid-connect/token","SaslOauthbearerProducerClientId":"kafka-producer","SaslOauthbearerProducerClientSecret":"AwtHq6XXnoLZKcMdtXDohpIhfTHsMGe2","SaslOauthbearerConsumerClientId":"kafka-consumer","SaslOauthbearerConsumerClientSecret":"vwwQ3erVkBzVX3i1P6le5DiEYhUd6kDh","SslCaLocation":"C:\\certs\\pidp\\ca.crt","SslCertificateLocation":"C:\\certs\\pidp\\client\\ca.crt","SslKeyLocation":"C:\\certs\\pidp\\client\\ca.key"},"Keycloak":{"RealmUrl":"https://pidp-sso-e27db1-test.apps.gold.devops.gov.bc.ca/auth/realms/DEMSTEST","WellKnownConfig":"https://pidp-sso-e27db1-test.apps.gold.devops.gov.bc.ca/auth/realms/DEMSTEST/.well-known/openid-configuration","TokenUrl":"https://pidp-sso-e27db1-test.apps.gold.devops.gov.bc.ca/auth/realms/DEMSTEST/protocol/openid-connect/token","AdministrationUrl":"https://pidp-sso-e27db1-test.apps.gold.devops.gov.bc.ca/auth/admin/realms/DEMSTEST","AdministrationClientId":"PIDP-SERVICE","AdministrationClientSecret":"3s8dwnqNHyDdtG1ZhhERgqXFK4WY7cyO","HcimClientId":"HCIMWEB"},"LdapClient":{"Url":"https://common-logon-dev.hlth.gov.bc.ca/"},"MailServer":{"Url":"localhost","Port":1025},"PlrClient":{"Url":"http://localhost:5060/api"},"JumClient":{"Url":"https://localhost:7215/api","RealmUrl":"","TokenUrl":"protocol/openid-connect/token","AdministrationUrl":"","AdministrationClientId":"","AdministrationClientSecret":""}} ###
[13:10:10 INF] Now listening on: https://localhost:5051
[13:10:10 INF] Now listening on: http://localhost:5050
[13:10:10 INF] Application started. Press Ctrl+C to shut down.
[13:10:10 INF] Hosting environment: Development
[13:10:10 INF] Content root path: C:\Development\jps-pidp\backend\webapi
[13:10:23 WRN] Applying IncludeRules for type 'Pidp.Features.Parties.Create+Command' fails.
System.Reflection.TargetInvocationException: Exception has been thrown by the target of an invocation.
 ---> System.Reflection.TargetInvocationException: Exception has been thrown by the target of an invocation.
 ---> System.NotImplementedException: Given Identity Provider is not supported
   at Pidp.Features.Parties.Create.CommandValidator.<>c__DisplayClass0_0.<.ctor>b__3(Command x) in C:\Development\jps-pidp\backend\webapi\Features\Parties\Create.cs:line 41
   at FluentValidation.Internal.IncludeRule`1.<>c__DisplayClass3_0`1.<Create>b__0(ValidationContext`1 ctx, T _) in /media/jskinner/Linux2/code/FluentValidation/src/FluentValidation/Internal/IncludeRule.cs:line 54
   --- End of inner exception stack trace ---
   at System.RuntimeMethodHandle.InvokeMethod(Object target, Span`1& arguments, Signature sig, Boolean constructor, Boolean wrapExceptions)
   at System.Reflection.RuntimeMethodInfo.Invoke(Object obj, BindingFlags invokeAttr, Binder binder, Object[] parameters, CultureInfo culture)
   at MicroElements.Swashbuckle.FluentValidation.FluentValidationSchemaBuilder.GetValidatorGeneric[T](IChildValidatorAdaptor childValidatorAdapter) in /home/runner/work/MicroElements.Swashbuckle.FluentValidation/MicroElements.Swashbuckle.FluentValidation/src/MicroElements.Swashbuckle.FluentValidation/FluentValidationSchemaBuilder.cs:line 202
   --- End of inner exception stack trace ---
   at System.RuntimeMethodHandle.InvokeMethod(Object target, Span`1& arguments, Signature sig, Boolean constructor, Boolean wrapExceptions)
   at System.Reflection.RuntimeMethodInfo.Invoke(Object obj, BindingFlags invokeAttr, Binder binder, Object[] parameters, CultureInfo culture)
   at MicroElements.Swashbuckle.FluentValidation.FluentValidationSchemaBuilder.GetValidatorFromChildValidatorAdapter(IChildValidatorAdaptor childValidatorAdapter) in /home/runner/work/MicroElements.Swashbuckle.FluentValidation/MicroElements.Swashbuckle.FluentValidation/src/MicroElements.Swashbuckle.FluentValidation/FluentValidationSchemaBuilder.cs:line 183
   at MicroElements.Swashbuckle.FluentValidation.FluentValidationSchemaBuilder.AddRulesFromIncludedValidators(IValidator validator, ILogger logger, SchemaGenerationContext schemaGenerationContext) in /home/runner/work/MicroElements.Swashbuckle.FluentValidation/MicroElements.Swashbuckle.FluentValidation/src/MicroElements.Swashbuckle.FluentValidation/FluentValidationSchemaBuilder.cs:line 120
[13:43:14 INF] HTTP GET /api/parties/1012/user-type responded 200 in 24.4124 ms
[13:43:14 INF] HTTP GET /api/parties/1012/crown-region/122207.0734/user-orgunit responded 200 in 92.9328 ms
[13:44:31 INF] HTTP GET /api/lookups responded 200 in 91.3787 ms
[13:44:32 INF] HTTP GET /api/lookups responded 200 in 53.7753 ms
[13:44:33 INF] HTTP GET /api/parties responded 200 in 6.6198 ms
[13:44:33 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 196.5237 ms
[13:44:38 INF] HTTP GET /api/parties/1012/user-type responded 200 in 18.3165 ms
[13:44:38 INF] HTTP GET /api/parties/1012/crown-region/122207.0734/user-orgunit responded 200 in 77.0035 ms
[13:44:44 INF] HTTP GET /api/lookups responded 200 in 67.2525 ms
[13:44:45 INF] HTTP GET /api/lookups responded 200 in 98.7949 ms
[13:44:45 INF] HTTP GET /api/parties responded 200 in 7.1918 ms
[13:44:45 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 83.9634 ms
[13:44:50 INF] HTTP GET /api/parties/1012/user-type responded 200 in 14.6396 ms
[13:44:50 INF] HTTP GET /api/parties/1012/crown-region/122207.0734/user-orgunit responded 200 in 98.0173 ms
[13:45:43 INF] HTTP GET /api/lookups responded 200 in 95.2909 ms
[13:45:44 INF] HTTP GET /api/lookups responded 200 in 64.6418 ms
[13:45:44 INF] HTTP GET /api/parties responded 200 in 6.8217 ms
[13:45:44 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 167.3161 ms
[13:45:55 INF] HTTP GET /api/parties/1012/user-type responded 200 in 18.7634 ms
[13:45:55 INF] HTTP GET /api/parties/1012/crown-region/122207.0734/user-orgunit responded 200 in 79.8819 ms
[13:46:38 INF] HTTP GET /api/lookups responded 200 in 97.2812 ms
[13:46:39 INF] HTTP GET /api/lookups responded 200 in 38.9761 ms
[13:46:39 INF] HTTP GET /api/parties responded 200 in 8.7436 ms
[13:46:40 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 179.7805 ms
[13:46:41 INF] HTTP GET /api/parties/1012/user-type responded 200 in 26.6201 ms
[13:46:41 INF] HTTP GET /api/parties/1012/crown-region/122207.0734/user-orgunit responded 200 in 81.4731 ms
[13:47:30 INF] HTTP GET /api/lookups responded 200 in 87.3230 ms
[13:47:32 INF] HTTP GET /api/lookups responded 200 in 62.7306 ms
[13:47:32 INF] HTTP GET /api/parties responded 200 in 6.8806 ms
[13:47:33 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 91.4574 ms
[13:47:34 INF] HTTP GET /api/parties/1012/user-type responded 200 in 22.3114 ms
[13:47:34 INF] HTTP GET /api/parties/1012/crown-region/122207.0734/user-orgunit responded 200 in 100.5752 ms
[13:48:05 INF] HTTP GET /api/lookups responded 200 in 70.6177 ms
[13:48:11 INF] HTTP GET /api/lookups responded 200 in 123.4096 ms
[13:48:15 INF] HTTP GET /api/lookups responded 200 in 549.9372 ms
[13:48:17 INF] HTTP GET /api/lookups responded 200 in 45.0783 ms
[13:48:17 INF] HTTP GET /api/parties responded 200 in 8.1271 ms
[13:48:17 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 101.4249 ms
[13:48:19 INF] HTTP GET /api/parties/1012/user-type responded 200 in 24.1463 ms
[13:48:20 INF] HTTP GET /api/parties/1012/crown-region/122207.0734/user-orgunit responded 200 in 86.8992 ms
[13:49:38 INF] HTTP GET /api/lookups responded 200 in 48.5981 ms
[13:49:39 INF] HTTP GET /api/lookups responded 200 in 75.4377 ms
[13:49:39 INF] HTTP GET /api/parties responded 200 in 6.8108 ms
[13:49:40 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 222.8975 ms
[13:49:41 INF] HTTP GET /api/parties/1012/user-type responded 200 in 17.2251 ms
[13:49:41 INF] HTTP GET /api/parties/1012/crown-region/122207.0734/user-orgunit responded 200 in 81.7250 ms
[13:51:15 INF] HTTP GET /api/lookups responded 200 in 63.8991 ms
[13:51:16 INF] HTTP GET /api/lookups responded 200 in 52.2908 ms
[13:51:17 INF] HTTP GET /api/parties responded 200 in 13.5002 ms
[13:51:17 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 208.3796 ms
[13:53:11 INF] HTTP GET /api/parties/1012/user-type responded 200 in 51.2688 ms
[13:53:11 INF] HTTP GET /api/lookups responded 200 in 63.1813 ms
[13:53:12 INF] HTTP GET /api/lookups responded 200 in 84.9476 ms
[13:53:13 INF] HTTP GET /api/parties responded 200 in 10.3308 ms
[13:53:13 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 225.5605 ms
[13:53:15 INF] HTTP GET /api/parties/1012/user-type responded 200 in 21.0181 ms
[13:53:15 INF] HTTP GET /api/parties/1012/crown-region/122207.0734/user-orgunit responded 200 in 83.2114 ms
[13:53:34 INF] HTTP GET /api/lookups responded 200 in 63.7555 ms
[13:53:35 INF] HTTP GET /api/lookups responded 200 in 66.3409 ms
[13:53:35 INF] HTTP GET /api/parties responded 200 in 7.6926 ms
[13:53:35 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 89.4141 ms
[13:53:52 INF] HTTP GET /api/parties/1012/user-type responded 200 in 35.2852 ms
[13:53:52 INF] HTTP GET /api/lookups responded 200 in 53.4281 ms
[13:53:53 INF] HTTP GET /api/lookups responded 200 in 54.9667 ms
[13:53:53 INF] HTTP GET /api/parties responded 200 in 10.2516 ms
[13:53:54 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 103.8951 ms
[13:53:55 INF] HTTP GET /api/parties/1012/user-type responded 200 in 17.6498 ms
[13:53:56 INF] HTTP GET /api/parties/1012/crown-region/122207.0734/user-orgunit responded 200 in 76.1249 ms
[13:54:24 INF] HTTP GET /api/lookups responded 200 in 58.9062 ms
[13:54:25 INF] HTTP GET /api/lookups responded 200 in 61.4526 ms
[13:54:25 INF] HTTP GET /api/parties responded 200 in 7.4767 ms
[13:54:26 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 91.2102 ms
[13:54:28 INF] HTTP GET /api/parties/1012/user-type responded 200 in 25.0945 ms
[13:54:28 INF] HTTP GET /api/parties/1012/crown-region/122207.0734/user-orgunit responded 200 in 80.1890 ms
[13:55:44 INF] HTTP GET /api/lookups responded 200 in 500.2632 ms
[13:55:47 INF] HTTP GET /api/lookups responded 200 in 60.3131 ms
[13:55:50 INF] HTTP GET /api/lookups responded 200 in 58.7631 ms
[13:55:52 INF] HTTP GET /api/lookups responded 200 in 48.0779 ms
[13:55:53 INF] HTTP GET /api/parties responded 200 in 29.2391 ms
[13:55:53 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 236.9668 ms
[13:55:54 INF] HTTP GET /api/parties/1012/user-type responded 200 in 18.4806 ms
[13:55:54 INF] HTTP GET /api/parties/1012/crown-region/122207.0734/user-orgunit responded 200 in 87.6967 ms
[13:56:34 INF] HTTP GET /api/lookups responded 200 in 124.8123 ms
[13:56:35 INF] HTTP GET /api/lookups responded 200 in 85.7983 ms
[13:56:36 INF] HTTP GET /api/parties responded 200 in 10.1222 ms
[13:56:36 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 94.7989 ms
[13:56:37 INF] HTTP GET /api/parties/1012/user-type responded 200 in 22.3417 ms
[13:56:37 INF] HTTP GET /api/parties/1012/crown-region/122207.0734/user-orgunit responded 200 in 111.6454 ms
[13:57:42 INF] HTTP GET /api/lookups responded 200 in 51.9740 ms
[13:57:43 INF] HTTP GET /api/lookups responded 200 in 91.2875 ms
[13:57:43 INF] HTTP GET /api/parties responded 200 in 8.4741 ms
[13:57:44 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 176.9464 ms
[13:57:44 INF] HTTP GET /api/parties/1012/user-type responded 200 in 55.5681 ms
[13:57:44 INF] HTTP GET /api/parties/1012/crown-region/122207.0734/user-orgunit responded 200 in 122.7219 ms
[13:58:10 INF] HTTP GET /api/lookups responded 200 in 664.7582 ms
[13:58:11 INF] HTTP GET /api/lookups responded 200 in 56.5462 ms
[13:58:12 INF] HTTP GET /api/parties responded 200 in 8.6979 ms
[13:58:13 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 250.6368 ms
[13:58:13 INF] HTTP GET /api/parties/1012/user-type responded 200 in 28.0423 ms
[13:58:13 INF] HTTP GET /api/parties/1012/crown-region/122207.0734/user-orgunit responded 200 in 105.0026 ms
[13:58:34 INF] HTTP GET /api/lookups responded 200 in 48.6092 ms
[13:58:34 INF] HTTP GET /api/lookups responded 200 in 60.3426 ms
[13:58:34 INF] HTTP GET /api/parties responded 200 in 7.1433 ms
[13:58:35 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 105.0042 ms
[13:58:35 INF] HTTP GET /api/parties/1012/user-type responded 200 in 24.0025 ms
[13:58:35 INF] HTTP GET /api/parties/1012/crown-region/122207.0734/user-orgunit responded 200 in 79.0039 ms
[13:58:47 INF] HTTP GET /api/lookups responded 200 in 31.9987 ms
[13:58:47 INF] HTTP GET /api/lookups responded 200 in 40.1016 ms
[13:58:47 INF] HTTP GET /api/parties responded 200 in 5.9341 ms
[13:58:48 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 83.1225 ms
[13:58:48 INF] HTTP GET /api/parties/1012/user-type responded 200 in 21.7742 ms
[13:58:48 INF] HTTP GET /api/parties/1012/crown-region/122207.0734/user-orgunit responded 200 in 84.6366 ms
[13:59:22 INF] HTTP GET /api/lookups responded 200 in 59.0333 ms
[13:59:22 INF] HTTP GET /api/lookups responded 200 in 49.5180 ms
[13:59:23 INF] HTTP GET /api/lookups responded 200 in 45.3945 ms
[13:59:23 INF] HTTP GET /api/parties responded 200 in 16.7029 ms
[13:59:23 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 85.3025 ms
[13:59:23 INF] HTTP GET /api/parties/1012/user-type responded 200 in 27.4818 ms
[13:59:23 INF] HTTP GET /api/parties/1012/crown-region/122207.0734/user-orgunit responded 200 in 80.1557 ms
[13:59:31 INF] HTTP GET /api/lookups responded 200 in 53.2910 ms
[13:59:32 INF] HTTP GET /api/lookups responded 200 in 41.0348 ms
[13:59:32 INF] HTTP GET /api/parties responded 200 in 7.2200 ms
[13:59:33 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 103.9025 ms
[13:59:33 INF] HTTP GET /api/parties/1012/user-type responded 200 in 35.0638 ms
[13:59:33 INF] HTTP GET /api/parties/1012/crown-region/122207.0734/user-orgunit responded 200 in 84.4153 ms
[13:59:35 INF] HTTP GET /api/lookups responded 200 in 51.6479 ms
[13:59:36 INF] HTTP GET /api/lookups responded 200 in 47.4109 ms
[13:59:36 INF] HTTP GET /api/parties responded 200 in 7.9901 ms
[13:59:36 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 81.8692 ms
[13:59:36 INF] HTTP GET /api/parties/1012/user-type responded 200 in 19.2266 ms
[13:59:36 INF] HTTP GET /api/parties/1012/crown-region/122207.0734/user-orgunit responded 200 in 86.6826 ms
[14:00:13 INF] HTTP GET /api/lookups responded 200 in 80.8692 ms
[14:00:13 INF] HTTP GET /api/lookups responded 200 in 74.2500 ms
[14:00:14 INF] HTTP GET /api/parties responded 200 in 8.2396 ms
[14:00:14 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 341.7232 ms
[14:00:14 INF] HTTP GET /api/parties/1012/user-type responded 200 in 38.1019 ms
[14:00:15 INF] HTTP GET /api/parties/1012/crown-region/122207.0734/user-orgunit responded 200 in 97.7312 ms
[14:05:54 INF] HTTP GET /api/lookups responded 200 in 91.6217 ms
[14:05:54 INF] HTTP GET /api/lookups responded 200 in 39.0705 ms
[14:05:55 INF] HTTP GET /api/parties responded 200 in 6.8262 ms
[14:05:55 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 208.5026 ms
[14:05:55 INF] HTTP GET /api/parties/1012/user-type responded 200 in 20.1352 ms
[14:05:55 INF] HTTP GET /api/parties/1012/crown-region/122207.0734/user-orgunit responded 200 in 80.4412 ms
[14:29:05 INF] HTTP GET /api/lookups responded 200 in 98.3968 ms
[14:29:06 INF] HTTP GET /api/lookups responded 200 in 63.6064 ms
[14:29:06 INF] HTTP GET /api/parties responded 200 in 12.3161 ms
[14:29:07 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 268.4170 ms
[14:29:07 INF] HTTP GET /api/parties/1012/user-type responded 200 in 49.6190 ms
[14:29:07 INF] HTTP GET /api/parties/1012/crown-region/122207.0734/user-orgunit responded 200 in 93.0760 ms
[14:29:21 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 481.0036 ms
[14:29:24 INF] HTTP GET /api/parties/1012/organization-details responded 200 in 29.3083 ms
[14:29:25 INF] ### AuthorizePartyBeforeHandleAsync
[14:29:26 INF] HTTP PUT /api/parties/1012/organization-details responded 204 in 120.7403 ms
[14:29:26 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 116.3778 ms
[14:29:27 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 88.8732 ms
[14:29:27 INF] HTTP GET /api/parties/1012/user-type responded 200 in 21.4512 ms
[14:29:28 INF] HTTP GET /api/parties/1012/crown-region/122207.0734/user-orgunit responded 200 in 88.0592 ms
[14:33:26 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 505.8393 ms
[14:33:52 INF] HTTP GET /api/parties/1012/organization-details responded 200 in 62.1962 ms
[14:33:59 INF] ### AuthorizePartyBeforeHandleAsync
[14:34:00 INF] HTTP PUT /api/parties/1012/organization-details responded 204 in 201.6413 ms
[14:34:00 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 233.2889 ms
[14:34:04 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 163.4884 ms
[14:34:04 INF] HTTP GET /api/parties/1012/user-type responded 200 in 26.5023 ms
[14:34:04 INF] HTTP GET /api/parties/1012/crown-region/122207.0734/user-orgunit responded 200 in 183.1953 ms
[14:38:31 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 364.6928 ms
[14:38:34 INF] HTTP GET /api/parties/1012/organization-details responded 200 in 37.1806 ms
[14:38:37 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 116.7350 ms
[14:38:43 INF] HTTP GET /api/parties/1012/demographics responded 200 in 149.3094 ms
[14:39:01 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 127.0822 ms
[14:39:16 INF] HTTP GET /api/lookups responded 200 in 718.7002 ms
[14:39:17 INF] HTTP GET /api/lookups responded 200 in 373.6753 ms
[14:39:17 INF] HTTP GET /api/parties responded 200 in 28.0668 ms
[14:39:18 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 189.2968 ms
[14:39:31 INF] HTTP GET /api/lookups responded 200 in 607.0186 ms
[14:39:32 INF] HTTP GET /api/lookups responded 200 in 156.5304 ms
[14:41:16 INF] HTTP GET /api/lookups responded 200 in 1032.6938 ms
[14:41:17 INF] HTTP GET /api/parties responded 200 in 18.6812 ms
[14:41:18 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 610.0588 ms
[14:42:42 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 268.5505 ms
[14:42:42 INF] HTTP GET /api/parties/1012/user-type responded 200 in 48.4038 ms
[14:42:42 INF] HTTP GET /api/parties/1012/crown-region/122207.0734/user-orgunit responded 200 in 106.0477 ms
[14:43:09 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 480.8526 ms
[14:43:10 INF] HTTP GET /api/parties/1012/organization-details responded 200 in 50.2252 ms
[14:43:15 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 331.8504 ms
[14:43:16 INF] HTTP GET /api/parties/1012/demographics responded 200 in 49.2136 ms
[14:44:13 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 317.5713 ms
[14:44:19 INF] HTTP GET /api/access-requests/1012 responded 200 in 215.1981 ms
[14:44:22 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 151.6513 ms
[14:44:24 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 120.6911 ms
[14:44:29 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 114.7478 ms
[14:46:27 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 288.1248 ms
[14:46:27 INF] HTTP GET /api/parties/1012/user-type responded 200 in 52.1358 ms
[14:46:27 INF] HTTP GET /api/parties/1012/crown-region/122207.0734/user-orgunit responded 200 in 109.0991 ms
[14:46:49 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 128.8370 ms
[14:50:09 INF] HTTP GET /api/parties/1012/organization-details responded 200 in 217.1002 ms
[14:50:12 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 460.8719 ms
[14:50:15 INF] HTTP GET /api/parties/1012/demographics responded 200 in 16.2195 ms
[14:51:41 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 349.2789 ms
[14:51:42 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 327.3911 ms
[14:51:43 INF] HTTP GET /api/parties/1012/user-type responded 200 in 43.7817 ms
[14:51:43 INF] HTTP GET /api/parties/1012/crown-region/122207.0734/user-orgunit responded 200 in 107.8537 ms
[14:53:24 INF] HTTP GET /api/lookups responded 200 in 133.2563 ms
[14:53:25 INF] HTTP GET /api/lookups responded 200 in 78.7091 ms
[14:53:26 INF] HTTP GET /api/parties responded 200 in 65.1563 ms
[14:53:29 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 2497.0088 ms
[14:53:30 INF] HTTP GET /api/lookups responded 200 in 86.5143 ms
[14:53:30 INF] HTTP GET /api/lookups responded 200 in 74.1351 ms
[14:53:31 INF] HTTP GET /api/parties responded 200 in 11.8434 ms
[14:53:31 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 551.6848 ms
[15:10:10 INF] Starting web host
[15:10:12 INF] ### App Version:1.0.0.0 ###
[15:10:12 INF] ### PIdP Configuration:{"ApplicationUrl":"http://localhost:4200","AddressAutocompleteClient":{"ApiKey":"\u003Credacted\u003E","Url":"https://ws1.postescanada-canadapost.ca/AddressComplete/Interactive/"},"ConnectionStrings":{"PidpDatabase":"Host=fedora;Port=5444;Database=pipd;Username=postgres;Password=Pa55w0rd"},"ChesClient":{"Enabled":true,"Url":"https://ches-dev.apps.silver.devops.gov.bc.ca/api/v1","ClientId":"PSP_SERVICE_CLIENT","ClientSecret":"\u003Credacted\u003E","TokenUrl":"https://dev.oidc.gov.bc.ca/auth/realms/jbd6rnxw/protocol/openid-connect/token"},"KafkaCluster":{"Url":"","ClientId":"","ClientSecret":"","BoostrapServers":"pidp-kafka-cluster-5b7aa5-test.apps.silver.devops.gov.bc.ca:443","SecurityProtocol":"","SaslMechanism":"","ConsumerTopicName":"dems-notification-ack","ProducerTopicName":"dems-access-request","SaslOauthbearerTokenEndpointUrl":"https://pidp-sso-e27db1-test.apps.gold.devops.gov.bc.ca/auth/realms/DEMSTEST/protocol/openid-connect/token","SaslOauthbearerProducerClientId":"kafka-producer","SaslOauthbearerProducerClientSecret":"AwtHq6XXnoLZKcMdtXDohpIhfTHsMGe2","SaslOauthbearerConsumerClientId":"kafka-consumer","SaslOauthbearerConsumerClientSecret":"vwwQ3erVkBzVX3i1P6le5DiEYhUd6kDh","SslCaLocation":"C:\\certs\\pidp\\ca.crt","SslCertificateLocation":"C:\\certs\\pidp\\client\\ca.crt","SslKeyLocation":"C:\\certs\\pidp\\client\\ca.key"},"Keycloak":{"RealmUrl":"https://pidp-sso-e27db1-test.apps.gold.devops.gov.bc.ca/auth/realms/DEMSTEST","WellKnownConfig":"https://pidp-sso-e27db1-test.apps.gold.devops.gov.bc.ca/auth/realms/DEMSTEST/.well-known/openid-configuration","TokenUrl":"https://pidp-sso-e27db1-test.apps.gold.devops.gov.bc.ca/auth/realms/DEMSTEST/protocol/openid-connect/token","AdministrationUrl":"https://pidp-sso-e27db1-test.apps.gold.devops.gov.bc.ca/auth/admin/realms/DEMSTEST","AdministrationClientId":"PIDP-SERVICE","AdministrationClientSecret":"3s8dwnqNHyDdtG1ZhhERgqXFK4WY7cyO","HcimClientId":"HCIMWEB"},"LdapClient":{"Url":"https://common-logon-dev.hlth.gov.bc.ca/"},"MailServer":{"Url":"localhost","Port":1025},"PlrClient":{"Url":"http://localhost:5060/api"},"JumClient":{"Url":"https://localhost:7215/api","RealmUrl":"","TokenUrl":"protocol/openid-connect/token","AdministrationUrl":"","AdministrationClientId":"","AdministrationClientSecret":""}} ###
[15:10:15 INF] Now listening on: https://localhost:5051
[15:10:15 INF] Now listening on: http://localhost:5050
[15:10:15 INF] Application started. Press Ctrl+C to shut down.
[15:10:15 INF] Hosting environment: Development
[15:10:15 INF] Content root path: C:\Development\jps-pidp\backend\webapi
[15:11:51 INF] HTTP GET /api/lookups responded 200 in 3414.1752 ms
[15:11:51 INF] HTTP GET /api/lookups responded 200 in 3704.0823 ms
[15:11:53 INF] HTTP GET /api/parties responded 200 in 1082.6778 ms
[15:11:54 WRN] Compiling a query which loads related collections for more than one collection navigation, either via 'Include' or through projection, but no 'QuerySplittingBehavior' has been configured. By default, Entity Framework will use 'QuerySplittingBehavior.SingleQuery', which can potentially result in slow query performance. See https://go.microsoft.com/fwlink/?linkid=2134277 for more information. To identify the query that's triggering this warning call 'ConfigureWarnings(w => w.Throw(RelationalEventId.MultipleCollectionIncludeWarning))'.
[15:12:11 ERR] Response content was null.
[15:12:11 ERR] Justin user not found.
[15:12:11 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 17984.6258 ms
[15:13:37 INF] HTTP GET /api/lookups responded 200 in 40.8047 ms
[15:13:37 INF] HTTP GET /api/lookups responded 200 in 48.2196 ms
[15:13:38 INF] HTTP GET /api/parties responded 200 in 15.0435 ms
[15:13:47 INF] HTTP GET /api/lookups responded 200 in 41.2457 ms
[15:13:47 INF] HTTP GET /api/lookups responded 200 in 47.2480 ms
[15:13:48 INF] HTTP GET /api/parties responded 200 in 6.7772 ms
[15:13:54 ERR] Response content was null.
[15:13:54 ERR] Justin user not found.
[15:13:54 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 16499.3063 ms
[15:14:04 ERR] Response content was null.
[15:14:04 ERR] Justin user not found.
[15:14:04 INF] HTTP POST /api/parties/1012/profile-status responded 200 in 16569.8296 ms
[15:15:56 INF] HTTP GET /api/lookups responded 200 in 56.6681 ms
[15:15:56 INF] HTTP GET /api/lookups responded 200 in 79.3064 ms
[15:15:57 INF] HTTP GET /api/parties responded 200 in 6.8250 ms
[15:16:14 ERR] Response content was null.
[15:16:14 ERR] Justin user not found.
